date,title,artist,rank,peakPos,lastPos,isNew,weeks
2025-01-25,The Days,CHRYSTAL,97,97,0,True,1
2025-01-25,Outfit,Lil Baby & 21 Savage,98,50,50,False,2
2025-01-25,Forever Young,"David Guetta, Alphaville & Ava Max",99,99,0,True,1
2025-01-25,Headlock,Imogen Heap,100,100,0,True,1
2025-02-01,Die With A Smile,Lady Gaga & Bruno Mars,1,1,1,False,23
2025-02-01,DTMF,Bad Bunny,2,2,2,False,3
2025-02-01,APT.,ROSE & Bruno Mars,3,3,5,False,14
2025-02-01,A Bar Song (Tipsy),Shaboozey,4,1,4,False,41
2025-02-01,Luther,Kendrick Lamar & SZA,5,3,6,False,9
2025-02-01,Birds Of A Feather,Billie Eilish,6,2,7,False,36
2025-02-01,Lose Control,Teddy Swims,7,1,9,False,75
2025-02-01,That's So True,Gracie Abrams,8,6,10,False,14
2025-02-01,Baile Inolvidable,Bad Bunny,9,3,3,False,3
2025-02-01,Love Somebody,Morgan Wallen,10,1,14,False,14
2025-02-01,Espresso,Sabrina Carpenter,11,3,13,False,41
2025-02-01,I Had Some Help,Post Malone Featuring Morgan Wallen,12,1,11,False,37
2025-02-01,TV Off,Kendrick Lamar Featuring Lefty Gunplay,13,2,15,False,9
2025-02-01,Taste,Sabrina Carpenter,14,2,12,False,22
2025-02-01,Nuevayol,Bad Bunny,15,8,8,False,3
2025-02-01,Beautiful Things,Benson Boone,16,2,18,False,52
2025-02-01,Timeless,The Weeknd & Playboi Carti,17,3,19,False,17
2025-02-01,Smile,Morgan Wallen,18,4,16,False,4
2025-02-01,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",19,10,21,False,13
2025-02-01,Too Sweet,Hozier,20,1,22,False,43
2025-02-01,Squabble Up,Kendrick Lamar,21,1,20,False,9
2025-02-01,Stargazing,Myles Smith,22,19,25,False,36
2025-02-01,30 For 30,SZA With Kendrick Lamar,23,22,26,False,5
2025-02-01,Messy,Lola Young,24,24,29,False,8
2025-02-01,Who,Jimin,25,12,41,False,26
2025-02-01,Voy A Llevarte Pa PR,Bad Bunny,26,17,17,False,3
2025-02-01,"Good Luck, Babe!",Chappell Roan,27,4,28,False,41
2025-02-01,High Road,Koe Wetzel & Jessie Murph,28,22,34,False,33
2025-02-01,Not Like Us,Kendrick Lamar,29,1,33,False,37
2025-02-01,EOO,Bad Bunny,30,24,24,False,3
2025-02-01,BMF,SZA,31,29,35,False,5
2025-02-01,Whatchu Kno About Me,GloRilla & Sexyy Red,32,17,37,False,15
2025-02-01,Sailor Song,Gigi Perez,33,22,39,False,23
2025-02-01,Velda,"Bad Bunny, Omar Courtz & Dei V",34,23,23,False,3
2025-02-01,Bed Chem,Sabrina Carpenter,35,14,36,False,22
2025-02-01,El Club,Bad Bunny,36,27,27,False,5
2025-02-01,No One Noticed,The Marias,37,22,46,False,17
2025-02-01,Tweaker,GELO,38,29,30,False,3
2025-02-01,Weltita,Bad Bunny & Chuwi,39,32,32,False,3
2025-02-01,I Am Not Okay,Jelly Roll,40,14,43,False,31
2025-02-01,Liar,Jelly Roll,41,39,52,False,17
2025-02-01,Wildflower,Billie Eilish,42,17,49,False,32
2025-02-01,Loco,Neton Vega,43,43,56,False,4
2025-02-01,Perfumito Nuevo,Bad Bunny & RaiNao,44,31,31,False,3
2025-02-01,Please Please Please,Sabrina Carpenter,45,1,47,False,31
2025-02-01,Pink Pony Club,Chappell Roan,46,26,55,False,32
2025-02-01,Wind Up Missin' You,Tucker Wetmore,47,31,44,False,43
2025-02-01,I Never Lie,Zach Top,48,38,53,False,18
2025-02-01,Indigo,Sam Barber Featuring Avery Anna,49,48,58,False,7
2025-02-01,Kloufrens,Bad Bunny,50,40,40,False,3
2025-02-01,I'm Gonna Love You,Cody Johnson & Carrie Underwood,51,40,60,False,17
2025-02-01,4x4xU,Lainey Wilson,52,45,63,False,11
2025-02-01,Ketu Tecre,Bad Bunny,53,38,38,False,3
2025-02-01,Like Him,"Tyler, The Creator Featuring Lola Young",54,29,54,False,13
2025-02-01,Que Pasaria...,Rauw Alejandro & Bad Bunny,55,34,57,False,10
2025-02-01,Denial Is A River,Doechii,56,56,65,False,3
2025-02-01,Bad Dreams,Teddy Swims,57,57,64,False,8
2025-02-01,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,58,48,48,False,3
2025-02-01,Bokete,Bad Bunny,59,42,42,False,3
2025-02-01,Tu Boda,Oscar Maydon & Fuerza Regida,60,22,66,False,14
2025-02-01,Turista,Bad Bunny,61,45,45,False,3
2025-02-01,Good News,Shaboozey,62,47,67,False,9
2025-02-01,Think I'm In Love With You,Chris Stapleton,63,49,68,False,38
2025-02-01,I Ain't Sayin',Jordan Davis,64,61,70,False,5
2025-02-01,Pitorro de Coco,Bad Bunny,65,50,50,False,4
2025-02-01,La Mudanza,Bad Bunny,66,51,51,False,3
2025-02-01,Guy For That,Post Malone Featuring Luke Combs,67,17,69,False,23
2025-02-01,No Pole,Don Toliver,68,66,72,False,12
2025-02-01,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",69,16,61,False,3
2025-02-01,Am I Okay?,Megan Moroney,70,59,74,False,20
2025-02-01,Diet Pepsi,Addison Rae,71,54,80,False,17
2025-02-01,Heart Of A Woman,Summer Walker,72,57,77,False,13
2025-02-01,Lo Que Le Paso A Hawaii,Bad Bunny,73,62,62,False,3
2025-02-01,Are You Even Real,Teddy Swims & GIVEON,74,59,59,False,2
2025-02-01,Help Me,Real Boston Richey,75,47,78,False,27
2025-02-01,Rosones,Tito Double P,76,76,84,False,5
2025-02-01,Funny Papers,Mac Miller,77,77,0,True,1
2025-02-01,Nadie,Tito Double P,78,78,85,False,3
2025-02-01,Peekaboo,Kendrick Lamar Featuring AzChike,79,13,79,False,9
2025-02-01,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,80,44,71,False,9
2025-02-01,Dos Dias,Tito Double P & Peso Pluma,81,51,87,False,20
2025-02-01,The Largest,BigXthaPlug,82,82,92,False,4
2025-02-01,Burning Down,Alex Warren,83,69,90,False,8
2025-02-01,The Days,CHRYSTAL,84,84,97,False,2
2025-02-01,5 Dollar Pony Rides,Mac Miller,85,85,0,True,1
2025-02-01,Khe?,Rauw Alejandro & Romeo Santos,86,60,86,False,7
2025-02-01,It's Ok I'm Ok,Tate McRae,87,20,73,False,19
2025-02-01,Push 2 Start,Tyla,88,88,0,True,1
2025-02-01,Scorsese Baby Daddy,SZA,89,41,75,False,5
2025-02-01,Hey Now,Kendrick Lamar Featuring Dody6,90,5,88,False,9
2025-02-01,Boys Back Home,Dylan Marlowe & Dylan Scott,91,75,82,False,4
2025-02-01,GBP,Central Cee Featuring 21 Savage,92,92,0,True,1
2025-02-01,Forever Young,"David Guetta, Alphaville & Ava Max",93,93,99,False,2
2025-02-01,Popular,Ariana Grande,94,53,81,False,9
2025-02-01,DJ's Chord Organ,Mac Miller Featuring SZA,95,95,0,True,1
2025-02-01,25,Rod Wave,96,16,95,False,14
2025-02-01,Stoned,Mac Miller,97,97,0,True,1
2025-02-01,Headlock,Imogen Heap,98,98,100,False,2
2025-02-01,Stuff,Lil Baby Featuring Travis Scott,99,51,83,False,3
2025-02-01,Wondering Why,The Red Clay Strays,100,71,0,False,19
2025-02-08,4X4,Travis Scott,1,1,0,True,1
2025-02-08,Die With A Smile,Lady Gaga & Bruno Mars,2,1,1,False,24
2025-02-08,APT.,ROSE & Bruno Mars,3,3,3,False,15
2025-02-08,Luther,Kendrick Lamar & SZA,4,3,5,False,10
2025-02-08,A Bar Song (Tipsy),Shaboozey,5,1,4,False,42
2025-02-08,Lose Control,Teddy Swims,6,1,7,False,76
2025-02-08,Birds Of A Feather,Billie Eilish,7,2,6,False,37
2025-02-08,DTMF,Bad Bunny,8,2,2,False,4
2025-02-08,That's So True,Gracie Abrams,9,6,8,False,15
2025-02-08,Love Somebody,Morgan Wallen,10,1,10,False,15
2025-02-08,TV Off,Kendrick Lamar Featuring Lefty Gunplay,11,2,13,False,10
2025-02-08,I Had Some Help,Post Malone Featuring Morgan Wallen,12,1,12,False,38
2025-02-08,Espresso,Sabrina Carpenter,13,3,11,False,42
2025-02-08,Messy,Lola Young,14,14,24,False,9
2025-02-08,Beautiful Things,Benson Boone,15,2,16,False,53
2025-02-08,Baile Inolvidable,Bad Bunny,16,3,9,False,4
2025-02-08,Fat Juicy & Wet,Sexyy Red & Bruno Mars,17,17,0,True,1
2025-02-08,Timeless,The Weeknd & Playboi Carti,18,3,17,False,18
2025-02-08,Taste,Sabrina Carpenter,19,2,14,False,23
2025-02-08,30 For 30,SZA With Kendrick Lamar,20,20,23,False,6
2025-02-08,Sports Car,Tate McRae,21,21,0,True,1
2025-02-08,Smile,Morgan Wallen,22,4,18,False,5
2025-02-08,Squabble Up,Kendrick Lamar,23,1,21,False,10
2025-02-08,Too Sweet,Hozier,24,1,20,False,44
2025-02-08,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",25,10,19,False,14
2025-02-08,Stargazing,Myles Smith,26,19,22,False,37
2025-02-08,Nuevayol,Bad Bunny,27,8,15,False,4
2025-02-08,High Road,Koe Wetzel & Jessie Murph,28,22,28,False,34
2025-02-08,Not Like Us,Kendrick Lamar,29,1,29,False,38
2025-02-08,"Good Luck, Babe!",Chappell Roan,30,4,27,False,42
2025-02-08,Who,Jimin,31,12,25,False,27
2025-02-08,BMF,SZA,32,29,31,False,6
2025-02-08,Whatchu Kno About Me,GloRilla & Sexyy Red,33,17,32,False,16
2025-02-08,Sailor Song,Gigi Perez,34,22,33,False,24
2025-02-08,Voy A Llevarte Pa PR,Bad Bunny,35,17,26,False,4
2025-02-08,Bed Chem,Sabrina Carpenter,36,14,35,False,23
2025-02-08,No One Noticed,The Marias,37,22,37,False,18
2025-02-08,Liar,Jelly Roll,38,38,41,False,18
2025-02-08,EOO,Bad Bunny,39,24,30,False,4
2025-02-08,Residuals,Chris Brown,40,40,0,False,21
2025-02-08,I Am Not Okay,Jelly Roll,41,14,40,False,32
2025-02-08,Bad Dreams,Teddy Swims,42,42,57,False,9
2025-02-08,Loco,Neton Vega,43,43,43,False,5
2025-02-08,I Never Lie,Zach Top,44,38,48,False,19
2025-02-08,Pink Pony Club,Chappell Roan,45,26,46,False,33
2025-02-08,Wildflower,Billie Eilish,46,17,42,False,33
2025-02-08,Velda,"Bad Bunny, Omar Courtz & Dei V",47,23,34,False,4
2025-02-08,Tweaker,GELO,48,29,38,False,4
2025-02-08,Please Please Please,Sabrina Carpenter,49,1,45,False,32
2025-02-08,Indigo,Sam Barber Featuring Avery Anna,50,48,49,False,8
2025-02-08,El Club,Bad Bunny,51,27,36,False,6
2025-02-08,4x4xU,Lainey Wilson,52,45,52,False,12
2025-02-08,I'm Gonna Love You,Cody Johnson & Carrie Underwood,53,40,51,False,18
2025-02-08,Like Him,"Tyler, The Creator Featuring Lola Young",54,29,54,False,14
2025-02-08,Denial Is A River,Doechii,55,55,56,False,4
2025-02-08,Weltita,Bad Bunny & Chuwi,56,32,39,False,4
2025-02-08,Good News,Shaboozey,57,47,62,False,10
2025-02-08,Haunted,Kane Brown With Jelly Roll,58,58,0,True,1
2025-02-08,I Ain't Sayin',Jordan Davis,59,59,64,False,6
2025-02-08,Think I'm In Love With You,Chris Stapleton,60,49,63,False,39
2025-02-08,Que Pasaria...,Rauw Alejandro & Bad Bunny,61,34,55,False,11
2025-02-08,Perfumito Nuevo,Bad Bunny & RaiNao,62,31,44,False,4
2025-02-08,Are You Even Real,Teddy Swims & GIVEON,63,59,74,False,3
2025-02-08,Kloufrens,Bad Bunny,64,40,50,False,4
2025-02-08,Tu Boda,Oscar Maydon & Fuerza Regida,65,22,60,False,15
2025-02-08,Diet Pepsi,Addison Rae,66,54,71,False,18
2025-02-08,Guy For That,Post Malone Featuring Luke Combs,67,17,67,False,24
2025-02-08,Am I Okay?,Megan Moroney,68,59,70,False,21
2025-02-08,Ketu Tecre,Bad Bunny,69,38,53,False,4
2025-02-08,Heart Of A Woman,Summer Walker,70,57,72,False,14
2025-02-08,The Largest,BigXthaPlug,71,71,82,False,5
2025-02-08,No Pole,Don Toliver,72,66,68,False,13
2025-02-08,Blue Jean Baby,Zach Bryan,73,73,0,True,1
2025-02-08,It's Ok I'm Ok,Tate McRae,74,20,87,False,20
2025-02-08,Help Me,Real Boston Richey,75,47,75,False,28
2025-02-08,Peekaboo,Kendrick Lamar Featuring AzChike,76,13,79,False,10
2025-02-08,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",77,16,69,False,4
2025-02-08,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,78,48,58,False,4
2025-02-08,Backseat Driver,Kane Brown,79,79,0,True,1
2025-02-08,Bokete,Bad Bunny,80,42,59,False,4
2025-02-08,GBP,Central Cee Featuring 21 Savage,81,81,92,False,2
2025-02-08,Turista,Bad Bunny,82,45,61,False,4
2025-02-08,The Days,CHRYSTAL,83,83,84,False,3
2025-02-08,Burning Down,Alex Warren,84,69,83,False,9
2025-02-08,Weren't For The Wind,Ella Langley,85,85,0,True,1
2025-02-08,Nadie,Tito Double P,86,78,78,False,4
2025-02-08,Rosones,Tito Double P,87,76,76,False,6
2025-02-08,Hey Now,Kendrick Lamar Featuring Dody6,88,5,90,False,10
2025-02-08,Push 2 Start,Tyla,89,88,88,False,2
2025-02-08,Forever Young,"David Guetta, Alphaville & Ava Max",90,90,93,False,3
2025-02-08,Headlock,Imogen Heap,91,91,98,False,3
2025-02-08,La Mudanza,Bad Bunny,92,51,66,False,4
2025-02-08,Holy Smokes,Bailey Zimmerman,93,54,0,False,8
2025-02-08,Pitorro de Coco,Bad Bunny,94,50,65,False,5
2025-02-08,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,95,44,80,False,10
2025-02-08,Khe?,Rauw Alejandro & Romeo Santos,96,60,86,False,8
2025-02-08,Me Jalo,Fuerza Regida & Grupo Frontera,97,97,0,True,1
2025-02-08,Wondering Why,The Red Clay Strays,98,71,100,False,20
2025-02-08,Boys Back Home,Dylan Marlowe & Dylan Scott,99,75,91,False,5
2025-02-08,Mutt,Leon Thomas,100,100,0,True,1
2025-02-15,Die With A Smile,Lady Gaga & Bruno Mars,1,1,2,False,25
2025-02-15,I'm The Problem,Morgan Wallen,2,2,0,True,1
2025-02-15,Luther,Kendrick Lamar & SZA,3,3,4,False,11
2025-02-15,Birds Of A Feather,Billie Eilish,4,2,7,False,38
2025-02-15,A Bar Song (Tipsy),Shaboozey,5,1,5,False,43
2025-02-15,APT.,ROSE & Bruno Mars,6,3,3,False,16
2025-02-15,Timeless,The Weeknd & Playboi Carti,7,3,18,False,19
2025-02-15,Lose Control,Teddy Swims,8,1,6,False,77
2025-02-15,Beautiful Things,Benson Boone,9,2,15,False,54
2025-02-15,TV Off,Kendrick Lamar Featuring Lefty Gunplay,10,2,11,False,11
2025-02-15,Love Somebody,Morgan Wallen,11,1,10,False,16
2025-02-15,Cry For Me,The Weeknd,12,12,0,True,1
2025-02-15,That's So True,Gracie Abrams,13,6,9,False,16
2025-02-15,Espresso,Sabrina Carpenter,14,3,13,False,43
2025-02-15,Not Like Us,Kendrick Lamar,15,1,29,False,39
2025-02-15,I Had Some Help,Post Malone Featuring Morgan Wallen,16,1,12,False,39
2025-02-15,DTMF,Bad Bunny,17,2,8,False,5
2025-02-15,Pink Pony Club,Chappell Roan,18,18,45,False,34
2025-02-15,Messy,Lola Young,19,14,14,False,10
2025-02-15,Squabble Up,Kendrick Lamar,20,1,23,False,11
2025-02-15,Taste,Sabrina Carpenter,21,2,19,False,24
2025-02-15,30 For 30,SZA With Kendrick Lamar,22,20,20,False,7
2025-02-15,"Good Luck, Babe!",Chappell Roan,23,4,30,False,43
2025-02-15,Too Sweet,Hozier,24,1,24,False,45
2025-02-15,Stargazing,Myles Smith,25,19,26,False,38
2025-02-15,Baile Inolvidable,Bad Bunny,26,3,16,False,5
2025-02-15,Denial Is A River,Doechii,27,27,55,False,5
2025-02-15,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",28,10,25,False,15
2025-02-15,Abracadabra,Lady Gaga,29,29,0,True,1
2025-02-15,Smile,Morgan Wallen,30,4,22,False,6
2025-02-15,High Road,Koe Wetzel & Jessie Murph,31,22,28,False,35
2025-02-15,Wildflower,Billie Eilish,32,17,46,False,34
2025-02-15,Sports Car,Tate McRae,33,21,21,False,2
2025-02-15,Fat Juicy & Wet,Sexyy Red & Bruno Mars,34,17,17,False,2
2025-02-15,Sailor Song,Gigi Perez,35,22,34,False,25
2025-02-15,Who,Jimin,36,12,31,False,28
2025-02-15,Nuevayol,Bad Bunny,37,8,27,False,5
2025-02-15,Bed Chem,Sabrina Carpenter,38,14,36,False,24
2025-02-15,Whatchu Kno About Me,GloRilla & Sexyy Red,39,17,33,False,17
2025-02-15,No One Noticed,The Marias,40,22,37,False,19
2025-02-15,Again,Fetty Wap,41,33,0,False,27
2025-02-15,BMF,SZA,42,29,32,False,7
2025-02-15,Sao Paulo,The Weeknd & Anitta,43,43,0,False,2
2025-02-15,Liar,Jelly Roll,44,38,38,False,19
2025-02-15,Wake Me Up,The Weeknd & Justice,45,45,0,True,1
2025-02-15,Baptized In Fear,The Weeknd,46,46,0,True,1
2025-02-15,Please Please Please,Sabrina Carpenter,47,1,49,False,33
2025-02-15,Open Hearts,The Weeknd,48,48,0,True,1
2025-02-15,Loco,Neton Vega,49,43,43,False,6
2025-02-15,I Never Lie,Zach Top,50,38,44,False,20
2025-02-15,Tweaker,GELO,51,29,48,False,5
2025-02-15,Residuals,Chris Brown,52,40,40,False,22
2025-02-15,Reflections Laughing,"The Weeknd, Travis Scott & Florence + The Machine",53,53,0,True,1
2025-02-15,4x4xU,Lainey Wilson,54,45,52,False,13
2025-02-15,Voy A Llevarte Pa PR,Bad Bunny,55,17,35,False,5
2025-02-15,Indigo,Sam Barber Featuring Avery Anna,56,48,50,False,9
2025-02-15,4X4,Travis Scott,57,1,1,False,2
2025-02-15,I'm Gonna Love You,Cody Johnson & Carrie Underwood,58,40,53,False,19
2025-02-15,EOO,Bad Bunny,59,24,39,False,5
2025-02-15,Enjoy The Show,The Weeknd & Future,60,60,0,True,1
2025-02-15,Bad Dreams,Teddy Swims,61,42,42,False,10
2025-02-15,Like Him,"Tyler, The Creator Featuring Lola Young",62,29,54,False,15
2025-02-15,Good News,Shaboozey,63,47,57,False,11
2025-02-15,Think I'm In Love With You,Chris Stapleton,64,49,60,False,40
2025-02-15,Niagara Falls,The Weeknd,65,65,0,True,1
2025-02-15,I Ain't Sayin',Jordan Davis,66,59,59,False,7
2025-02-15,Velda,"Bad Bunny, Omar Courtz & Dei V",67,23,47,False,5
2025-02-15,The Abyss,The Weeknd & Lana Del Rey,68,68,0,True,1
2025-02-15,Take Me Back To LA,The Weeknd,69,69,0,True,1
2025-02-15,El Club,Bad Bunny,70,27,51,False,7
2025-02-15,Given Up On Me,The Weeknd,71,71,0,True,1
2025-02-15,Am I Okay?,Megan Moroney,72,59,68,False,22
2025-02-15,Guy For That,Post Malone Featuring Luke Combs,73,17,67,False,25
2025-02-15,Opening Night,The Weeknd,74,74,0,True,1
2025-02-15,Diet Pepsi,Addison Rae,75,54,66,False,19
2025-02-15,Que Pasaria...,Rauw Alejandro & Bad Bunny,76,34,61,False,12
2025-02-15,Tu Boda,Oscar Maydon & Fuerza Regida,77,22,65,False,16
2025-02-15,Are You Even Real,Teddy Swims & GIVEON,78,59,63,False,4
2025-02-15,Heart Of A Woman,Summer Walker,79,57,70,False,15
2025-02-15,Blue Jean Baby,Zach Bryan,80,73,73,False,2
2025-02-15,Peekaboo,Kendrick Lamar Featuring AzChike,81,13,76,False,11
2025-02-15,I Can't Wait To Get There,The Weeknd,82,82,0,True,1
2025-02-15,The Largest,BigXthaPlug,83,71,71,False,6
2025-02-15,7 Dias,Gabito Ballesteros & Tito Double P,84,84,0,True,1
2025-02-15,Haunted,Kane Brown With Jelly Roll,85,58,58,False,2
2025-02-15,No Pole,Don Toliver,86,66,72,False,14
2025-02-15,Weltita,Bad Bunny & Chuwi,87,32,56,False,5
2025-02-15,Weren't For The Wind,Ella Langley,88,85,85,False,2
2025-02-15,Help Me,Real Boston Richey,89,47,75,False,29
2025-02-15,Headlock,Imogen Heap,90,90,91,False,4
2025-02-15,Hey Now,Kendrick Lamar Featuring Dody6,91,5,88,False,11
2025-02-15,Nissan Altima,Doechii,92,92,0,True,1
2025-02-15,Kloufrens,Bad Bunny,93,40,64,False,5
2025-02-15,Perfumito Nuevo,Bad Bunny & RaiNao,94,31,62,False,5
2025-02-15,The Days,CHRYSTAL,95,83,83,False,4
2025-02-15,Love Hangover,JENNIE & Dominic Fike,96,96,0,True,1
2025-02-15,Rosones,Tito Double P,97,76,87,False,7
2025-02-15,Nadie,Tito Double P,98,78,86,False,5
2025-02-15,Forever Young,"David Guetta, Alphaville & Ava Max",99,90,90,False,4
2025-02-15,Worst Way,Riley Green,100,91,0,False,4
2025-02-22,Not Like Us,Kendrick Lamar,1,1,15,False,40
2025-02-22,Luther,Kendrick Lamar & SZA,2,2,3,False,12
2025-02-22,TV Off,Kendrick Lamar Featuring Lefty Gunplay,3,2,10,False,12
2025-02-22,Die With A Smile,Lady Gaga & Bruno Mars,4,1,1,False,26
2025-02-22,Squabble Up,Kendrick Lamar,5,1,20,False,12
2025-02-22,Birds Of A Feather,Billie Eilish,6,2,4,False,39
2025-02-22,APT.,ROSE & Bruno Mars,7,3,6,False,17
2025-02-22,A Bar Song (Tipsy),Shaboozey,8,1,5,False,44
2025-02-22,Pink Pony Club,Chappell Roan,9,9,18,False,35
2025-02-22,30 For 30,SZA With Kendrick Lamar,10,10,22,False,8
2025-02-22,Beautiful Things,Benson Boone,11,2,9,False,55
2025-02-22,Lose Control,Teddy Swims,12,1,8,False,78
2025-02-22,Abracadabra,Lady Gaga,13,13,29,False,2
2025-02-22,All The Stars,Kendrick Lamar & SZA,14,7,0,False,22
2025-02-22,That's So True,Gracie Abrams,15,6,13,False,17
2025-02-22,Timeless,The Weeknd & Playboi Carti,16,3,7,False,20
2025-02-22,Love Somebody,Morgan Wallen,17,1,11,False,17
2025-02-22,Espresso,Sabrina Carpenter,18,3,14,False,44
2025-02-22,I'm The Problem,Morgan Wallen,19,2,2,False,2
2025-02-22,I Had Some Help,Post Malone Featuring Morgan Wallen,20,1,16,False,40
2025-02-22,Denial Is A River,Doechii,21,21,27,False,6
2025-02-22,Messy,Lola Young,22,14,19,False,11
2025-02-22,"Good Luck, Babe!",Chappell Roan,23,4,23,False,44
2025-02-22,Taste,Sabrina Carpenter,24,2,21,False,25
2025-02-22,DTMF,Bad Bunny,25,2,17,False,6
2025-02-22,Too Sweet,Hozier,26,1,24,False,46
2025-02-22,Cry For Me,The Weeknd,27,12,12,False,2
2025-02-22,Peekaboo,Kendrick Lamar Featuring AzChike,28,13,81,False,12
2025-02-22,Wildflower,Billie Eilish,29,17,32,False,35
2025-02-22,Stargazing,Myles Smith,30,19,25,False,39
2025-02-22,Tweaker,GELO,31,29,51,False,6
2025-02-22,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",32,10,28,False,16
2025-02-22,Humble.,Kendrick Lamar,33,1,0,False,38
2025-02-22,BMF,SZA,34,29,42,False,8
2025-02-22,High Road,Koe Wetzel & Jessie Murph,35,22,31,False,36
2025-02-22,Baile Inolvidable,Bad Bunny,36,3,26,False,6
2025-02-22,Sailor Song,Gigi Perez,37,22,35,False,26
2025-02-22,Smile,Morgan Wallen,38,4,30,False,7
2025-02-22,Bed Chem,Sabrina Carpenter,39,14,38,False,25
2025-02-22,Who,Jimin,40,12,36,False,29
2025-02-22,Sports Car,Tate McRae,41,21,33,False,3
2025-02-22,Liar,Jelly Roll,42,38,44,False,20
2025-02-22,No One Noticed,The Marias,43,22,40,False,20
2025-02-22,Whatchu Kno About Me,GloRilla & Sexyy Red,44,17,39,False,18
2025-02-22,Like That,"Future, Metro Boomin & Kendrick Lamar",45,1,0,False,32
2025-02-22,Fat Juicy & Wet,Sexyy Red & Bruno Mars,46,17,34,False,3
2025-02-22,Please Please Please,Sabrina Carpenter,47,1,47,False,34
2025-02-22,Nuevayol,Bad Bunny,48,8,37,False,6
2025-02-22,I Never Lie,Zach Top,49,38,50,False,21
2025-02-22,4x4xU,Lainey Wilson,50,45,54,False,14
2025-02-22,I'm Gonna Love You,Cody Johnson & Carrie Underwood,51,40,58,False,20
2025-02-22,Loco,Neton Vega,52,43,49,False,7
2025-02-22,Indigo,Sam Barber Featuring Avery Anna,53,48,56,False,10
2025-02-22,Residuals,Chris Brown,54,40,52,False,23
2025-02-22,Twenties,Giveon,55,55,0,True,1
2025-02-22,Hey Now,Kendrick Lamar Featuring Dody6,56,5,91,False,12
2025-02-22,Good News,Shaboozey,57,47,63,False,12
2025-02-22,Like Him,"Tyler, The Creator Featuring Lola Young",58,29,62,False,16
2025-02-22,Bad Dreams,Teddy Swims,59,42,61,False,11
2025-02-22,Voy A Llevarte Pa PR,Bad Bunny,60,17,55,False,6
2025-02-22,Ordinary,Alex Warren,61,61,0,True,1
2025-02-22,I Ain't Sayin',Jordan Davis,62,59,66,False,8
2025-02-22,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,63,51,0,False,2
2025-02-22,4X4,Travis Scott,64,1,57,False,3
2025-02-22,EOO,Bad Bunny,65,24,59,False,6
2025-02-22,Am I Okay?,Megan Moroney,66,59,72,False,23
2025-02-22,Guy For That,Post Malone Featuring Luke Combs,67,17,73,False,26
2025-02-22,Born Again,LISA Featuring Doja Cat & RAYE,68,68,0,True,1
2025-02-22,Que Pasaria...,Rauw Alejandro & Bad Bunny,69,34,76,False,13
2025-02-22,Velda,"Bad Bunny, Omar Courtz & Dei V",70,23,67,False,6
2025-02-22,Heart Of A Woman,Summer Walker,71,57,79,False,16
2025-02-22,Diet Pepsi,Addison Rae,72,54,75,False,20
2025-02-22,Nissan Altima,Doechii,73,73,92,False,2
2025-02-22,Sao Paulo,The Weeknd & Anitta,74,43,43,False,3
2025-02-22,Tu Boda,Oscar Maydon & Fuerza Regida,75,22,77,False,17
2025-02-22,Burning Down,Alex Warren,76,69,0,False,10
2025-02-22,Wacced Out Murals,Kendrick Lamar,77,4,0,False,7
2025-02-22,The Largest,BigXthaPlug,78,71,83,False,7
2025-02-22,No Pole,Don Toliver,79,66,86,False,15
